,pitcher_id,pitch_type,px,pz,stand,b_count,s_count
12652,CC Sabathia,Changeup,0.391,1.902,R,1.0,0.0
12653,CC Sabathia,Slider,-0.593,1.493,R,0.0,0.0
12654,CC Sabathia,Sinker,1.384,1.984,R,1.0,0.0
12655,CC Sabathia,Changeup,0.821,2.625,R,1.0,1.0
12656,CC Sabathia,Changeup,1.271,2.002,R,1.0,2.0
12657,CC Sabathia,Slider,-0.073,1.77,R,0.0,0.0
12658,CC Sabathia,Changeup,0.477,1.38,R,0.0,1.0
12659,CC Sabathia,Sinker,0.365,2.267,R,1.0,1.0
12660,CC Sabathia,Slider,1.809,3.522,R,0.0,0.0
12661,CC Sabathia,Sinker,-0.767,2.664,R,1.0,0.0
12662,CC Sabathia,Changeup,0.135,2.334,R,1.0,1.0
12663,CC Sabathia,Sinker,-0.318,3.023,R,1.0,2.0
12683,CC Sabathia,Changeup,1.128,1.984,R,0.0,0.0
12684,CC Sabathia,Sinker,-0.314,1.6469999999999998,R,0.0,1.0
12685,CC Sabathia,Slider,0.377,1.723,R,1.0,1.0
12686,CC Sabathia,Sinker,-0.052000000000000005,3.228,R,1.0,2.0
12687,CC Sabathia,Sinker,0.899,2.658,R,0.0,0.0
12688,CC Sabathia,Sinker,0.319,1.812,R,1.0,0.0
12689,CC Sabathia,Sinker,-1.0,1.754,R,1.0,1.0
12690,CC Sabathia,Changeup,0.348,1.216,R,2.0,1.0
12691,CC Sabathia,Sinker,-0.087,2.3680000000000003,R,3.0,1.0
12692,CC Sabathia,Slider,-1.528,0.743,R,3.0,2.0
12693,CC Sabathia,Slider,-1.024,0.943,R,0.0,0.0
12694,CC Sabathia,Sinker,0.979,3.076,R,1.0,0.0
12695,CC Sabathia,Sinker,0.16899999999999998,2.576,R,1.0,1.0
12696,CC Sabathia,Slider,0.259,1.662,R,1.0,2.0
12697,CC Sabathia,Sinker,0.128,3.21,R,2.0,2.0
12711,CC Sabathia,4 Seam Fastball,1.675,4.271,R,0.0,0.0
12712,CC Sabathia,Sinker,0.915,2.676,R,1.0,0.0
12713,CC Sabathia,Sinker,-0.5770000000000001,1.804,R,1.0,1.0
12714,CC Sabathia,Slider,-0.586,1.071,R,1.0,2.0
12715,CC Sabathia,4 Seam Fastball,0.058,2.8710000000000004,R,0.0,0.0
12716,CC Sabathia,Changeup,0.7090000000000001,1.55,R,0.0,1.0
12717,CC Sabathia,Sinker,-0.69,1.952,R,0.0,2.0
12718,CC Sabathia,Changeup,0.314,1.418,R,0.0,0.0
12719,CC Sabathia,Sinker,0.328,1.141,R,0.0,1.0
12720,CC Sabathia,Sinker,-0.466,1.702,R,1.0,1.0
12721,CC Sabathia,Slider,-0.34,1.414,R,1.0,2.0
12744,CC Sabathia,Slider,-0.563,2.204,R,0.0,0.0
12745,CC Sabathia,Sinker,-0.482,1.237,R,0.0,1.0
12746,CC Sabathia,Slider,-1.083,0.906,R,0.0,2.0
12747,CC Sabathia,Sinker,-0.188,3.299,R,0.0,2.0
12748,CC Sabathia,4 Seam Fastball,-0.128,4.831,R,0.0,2.0
12749,CC Sabathia,Changeup,-0.368,1.913,R,1.0,2.0
